City,Gender,Age,ItemType,Price,Units Sold,Profit,Date of purchase,Feedback (out of 5 stars),Payment Method,Discount Applied,Return Status
Hyderabad,Male,58,Toys,373.46,27,1295.74,2023-02-15,4.4,Net Banking,No,Returned
Ahmedabad,Female,60,Groceries,7.15,24,29.43,2023-01-06,4.5,Cash,Yes,Returned
Mumbai,Male,35,Books,207.87,18,535.31,2023-08-19,2.1,Wallet,Yes,Returned
Lucknow,Female,59,Toys,253.66,10,491.43,2023-09-14,3.1,Wallet,Yes,Returned
Bengaluru,Male,43,Groceries,284.88,6,493.83,2023-11-08,1.2,Net Banking,Yes,Not Returned
Chennai,Male,19,Books,90.82,2,47.94,2023-01-20,2.7,Cash,No,Returned
Bengaluru,Female,40,Clothing,113.27,43,1341.32,2023-09-17,1.1,Wallet,Yes,Returned
Hyderabad,Female,21,Books,409.82,19,1550.12,2023-03-08,1.5,Credit Card,No,Not Returned
Jaipur,Male,47,Electronics,282.1,38,2265.28,2023-05-31,2.3,Net Banking,Yes,Returned
Lucknow,Female,28,Books,430.63,45,5302.88,2023-09-01,4.7,UPI,No,Returned
Delhi,Female,45,Groceries,467.33,44,5929.68,2023-12-22,3.4,Wallet,Yes,Not Returned
Hyderabad,Male,34,Books,399.01,50,5336.64,2023-11-26,4.6,Net Banking,No,Returned
Pune,Male,59,Groceries,183.41,4,143.74,2023-01-01,4.5,Wallet,No,Not Returned
Mumbai,Female,33,Clothing,286.44,32,1315.23,2023-02-28,4.1,Wallet,Yes,Returned
Hyderabad,Male,51,Toys,347.73,16,1299.42,2023-09-26,3.7,Wallet,Yes,Not Returned
Pune,Male,43,Toys,480.77,46,3932.57,2023-10-26,1.3,Wallet,Yes,Returned
Lucknow,Male,50,Electronics,444.7,15,1504.85,2023-02-18,3.1,Cash,Yes,Not Returned
Delhi,Female,62,Clothing,142.44,34,864.46,2023-08-20,3.7,UPI,No,Not Returned
Kolkata,Female,41,Electronics,244.85,47,3303.51,2023-12-30,2.6,Net Banking,Yes,Not Returned
Ahmedabad,Female,62,Groceries,31.4,46,161.09,2023-11-19,1.8,Wallet,No,Not Returned
Jaipur,Female,22,Groceries,443.57,6,399.19,2023-04-06,1.3,Net Banking,Yes,Not Returned
Lucknow,Female,42,Toys,296.9,7,612.69,2023-05-13,4.8,Net Banking,No,Returned
Jaipur,Male,43,Groceries,137.01,6,119.37,2023-05-07,3.9,Credit Card,No,Not Returned
Mumbai,Male,40,Books,168.4,2,54.51,2023-02-25,2.1,Credit Card,Yes,Not Returned
Pune,Female,25,Groceries,445.16,38,4307.49,2023-11-16,2.0,Credit Card,No,Not Returned
Mumbai,Male,55,Groceries,414.85,28,2337.34,2023-10-13,3.6,Credit Card,Yes,Not Returned
Bengaluru,Male,19,Electronics,116.45,35,682.19,2023-11-11,2.1,Credit Card,Yes,Not Returned
Kolkata,Male,38,Clothing,56.99,34,488.14,2023-07-28,3.8,Credit Card,Yes,Returned
Ahmedabad,Male,63,Toys,13.65,31,78.71,2023-03-06,2.1,UPI,No,Not Returned
Delhi,Female,43,Groceries,345.31,47,3728.2,2023-01-31,4.2,Credit Card,No,Not Returned
Lucknow,Female,58,Electronics,399.4,49,2428.25,2023-09-22,3.5,Wallet,Yes,Not Returned
Pune,Male,54,Clothing,378.95,46,5146.92,2023-07-15,2.8,UPI,No,Not Returned
Pune,Male,19,Clothing,434.55,12,1129.08,2023-12-27,4.6,Net Banking,Yes,Returned
Chennai,Male,40,Books,109.98,8,171.57,2023-01-31,2.9,Wallet,No,Not Returned
Ahmedabad,Male,44,Groceries,384.57,8,877.8,2023-07-03,1.7,Wallet,No,Not Returned
Hyderabad,Female,49,Toys,236.52,7,280.41,2023-06-03,4.0,Net Banking,Yes,Returned
Chennai,Female,63,Electronics,308.12,6,250.3,2023-01-15,5.0,Wallet,Yes,Not Returned
Hyderabad,Female,27,Electronics,448.28,17,1525.68,2023-02-04,2.3,Wallet,No,Returned
Mumbai,Female,42,Books,72.61,30,601.77,2023-11-06,1.6,Net Banking,Yes,Not Returned
Kolkata,Male,59,Electronics,287.48,25,1376.2,2023-09-20,1.9,Credit Card,Yes,Not Returned
Lucknow,Female,33,Clothing,267.11,33,1732.98,2023-12-18,3.5,Wallet,Yes,Not Returned
Bengaluru,Male,39,Clothing,281.48,35,1194.03,2023-02-19,1.8,Wallet,Yes,Not Returned
Delhi,Male,19,Clothing,109.03,38,1062.06,2023-08-20,4.3,Cash,Yes,Returned
Hyderabad,Female,40,Books,36.28,14,104.63,2023-09-16,4.0,Credit Card,No,Returned
Mumbai,Female,47,Books,136.38,40,1140.89,2023-02-09,1.5,Wallet,Yes,Returned
Pune,Female,61,Electronics,363.43,35,2721.18,2023-12-02,4.9,Wallet,Yes,Returned
Bengaluru,Male,37,Toys,53.78,16,181.0,2023-06-01,4.9,UPI,Yes,Not Returned
Chennai,Male,61,Clothing,102.44,22,501.51,2023-08-06,4.4,UPI,Yes,Not Returned
Mumbai,Female,38,Clothing,13.3,28,102.46,2023-09-09,2.8,UPI,No,Not Returned
Jaipur,Male,21,Electronics,225.02,28,852.56,2023-01-28,3.4,Cash,Yes,Not Returned
Chennai,Female,33,Toys,301.9,49,3390.22,2023-11-13,4.3,Wallet,Yes,Not Returned
Mumbai,Female,56,Clothing,282.52,50,1466.13,2023-03-02,2.8,Cash,Yes,Returned
Hyderabad,Male,39,Electronics,18.5,14,48.9,2023-07-21,1.2,Credit Card,No,Not Returned
Mumbai,Male,53,Books,340.85,50,4458.76,2023-01-04,4.9,Wallet,No,Returned
Delhi,Female,33,Toys,226.71,10,339.64,2023-02-10,1.2,UPI,Yes,Not Returned
Kolkata,Female,40,Electronics,128.47,7,119.72,2023-09-13,1.9,Wallet,Yes,Not Returned
Hyderabad,Female,50,Electronics,45.99,49,378.17,2023-03-10,4.1,Credit Card,No,Not Returned
Ahmedabad,Male,45,Electronics,428.92,21,1858.27,2023-06-08,4.1,Net Banking,Yes,Returned
Ahmedabad,Male,40,Groceries,182.27,35,1476.24,2023-05-29,1.8,Wallet,Yes,Returned
Jaipur,Male,50,Books,226.71,11,579.4,2023-04-19,2.5,Credit Card,Yes,Not Returned
Delhi,Male,65,Books,400.7,10,649.51,2023-12-06,3.9,Cash,No,Returned
Kolkata,Female,50,Toys,469.95,41,2125.62,2023-10-02,1.2,Credit Card,No,Not Returned
Bengaluru,Male,20,Books,156.04,16,483.28,2023-03-30,5.0,Credit Card,Yes,Returned
Ahmedabad,Male,43,Books,119.81,41,886.5,2023-06-21,4.7,Wallet,Yes,Returned
Pune,Female,22,Electronics,403.44,28,1206.79,2023-03-26,3.5,UPI,Yes,Returned
Delhi,Male,40,Groceries,491.38,20,2527.91,2023-09-09,4.1,Credit Card,No,Not Returned
Jaipur,Female,50,Groceries,450.56,15,1705.63,2023-07-29,3.3,Wallet,Yes,Returned
Bengaluru,Female,20,Groceries,57.14,24,318.38,2023-08-28,3.8,Wallet,Yes,Returned
Ahmedabad,Female,29,Electronics,155.68,6,152.58,2023-08-29,1.1,Wallet,No,Returned
Delhi,Male,35,Toys,400.31,22,1974.78,2023-10-31,3.3,Net Banking,Yes,Returned
Mumbai,Female,36,Toys,373.27,27,2356.24,2023-02-25,3.8,Cash,No,Returned
Chennai,Male,40,Electronics,44.16,50,561.25,2023-08-01,4.7,UPI,No,Not Returned
Ahmedabad,Female,34,Books,88.17,21,322.23,2023-09-20,3.4,Credit Card,No,Not Returned
Mumbai,Female,41,Clothing,143.77,7,101.28,2023-09-07,3.6,UPI,No,Not Returned
Mumbai,Male,29,Groceries,466.41,44,2853.13,2023-07-29,2.6,Wallet,No,Returned
Kolkata,Female,53,Clothing,179.71,24,1049.04,2023-10-31,2.3,Credit Card,No,Returned
Chennai,Female,39,Electronics,28.75,16,108.93,2023-01-16,3.4,Net Banking,Yes,Not Returned
Ahmedabad,Male,52,Toys,192.45,37,1434.28,2023-09-20,2.3,UPI,No,Returned
Pune,Male,21,Groceries,321.2,15,1251.04,2023-02-28,1.0,Credit Card,Yes,Returned
Delhi,Male,21,Electronics,399.29,16,816.07,2023-05-04,2.0,Wallet,No,Not Returned
Lucknow,Female,45,Toys,267.64,31,1163.04,2023-05-22,3.9,UPI,No,Returned
Lucknow,Male,29,Clothing,448.29,6,591.6,2023-05-11,1.8,Net Banking,Yes,Not Returned
Pune,Male,35,Clothing,209.44,45,1513.86,2023-05-11,2.0,Net Banking,No,Not Returned
Bengaluru,Male,63,Electronics,11.92,29,35.55,2023-11-09,3.5,Cash,Yes,Returned
Hyderabad,Male,44,Electronics,433.38,7,687.01,2023-10-12,2.8,UPI,No,Returned
Chennai,Female,45,Books,381.18,26,1444.68,2023-10-23,3.2,Credit Card,Yes,Not Returned
Mumbai,Male,37,Books,370.33,40,4025.17,2023-09-06,3.3,Cash,No,Returned
Kolkata,Male,39,Books,59.26,16,114.65,2023-11-05,3.9,Net Banking,No,Returned
Mumbai,Female,60,Groceries,421.1,11,558.27,2023-04-08,3.4,UPI,Yes,Not Returned
Mumbai,Female,63,Toys,357.96,19,1724.08,2023-11-18,4.8,UPI,No,Returned
Hyderabad,Male,20,Clothing,441.5,16,1388.25,2023-11-25,3.7,Wallet,Yes,Returned
Mumbai,Male,26,Electronics,232.4,40,2018.41,2023-05-26,2.1,Cash,No,Returned
Jaipur,Male,31,Books,61.46,12,200.6,2023-01-14,2.7,Net Banking,Yes,Not Returned
Hyderabad,Female,22,Electronics,210.09,2,81.41,2023-07-22,4.5,Net Banking,No,Returned
Bengaluru,Female,63,Groceries,312.89,9,549.04,2023-02-23,2.9,Credit Card,Yes,Not Returned
Jaipur,Female,63,Toys,269.51,5,151.03,2023-06-26,3.9,Wallet,No,Returned
Pune,Female,32,Electronics,499.29,23,2001.62,2023-12-06,2.3,Net Banking,No,Not Returned
Jaipur,Female,57,Electronics,164.04,48,1261.04,2023-03-04,4.6,Net Banking,No,Returned
Delhi,Female,31,Books,15.29,41,185.46,2023-06-12,1.6,Cash,Yes,Not Returned
Lucknow,Female,60,Groceries,395.18,37,4228.14,2023-08-17,2.6,Net Banking,Yes,Returned
Ahmedabad,Male,50,Electronics,203.13,1,30.94,2023-05-05,3.0,Net Banking,No,Returned
Chennai,Female,20,Clothing,278.05,20,661.7,2023-05-03,1.3,UPI,Yes,Not Returned
Kolkata,Female,58,Toys,31.86,35,161.1,2023-12-18,3.6,Wallet,No,Returned
Jaipur,Male,34,Books,191.62,44,2256.95,2023-11-14,2.2,Credit Card,Yes,Returned
Delhi,Male,20,Clothing,395.64,9,496.19,2023-11-24,2.0,Cash,No,Returned
Hyderabad,Female,46,Electronics,120.38,13,395.86,2023-05-14,4.9,Cash,No,Returned
Ahmedabad,Male,26,Electronics,299.92,42,3052.65,2023-06-10,4.9,Net Banking,Yes,Not Returned
Delhi,Female,60,Books,490.85,25,1345.2,2023-07-17,2.7,Net Banking,No,Not Returned
Chennai,Female,23,Clothing,139.86,19,654.19,2023-07-27,3.6,Wallet,Yes,Not Returned
Jaipur,Female,36,Groceries,230.6,7,382.92,2023-09-08,3.4,UPI,Yes,Not Returned
Jaipur,Male,27,Toys,322.45,31,2271.44,2023-07-27,1.2,Credit Card,Yes,Returned
Ahmedabad,Male,63,Electronics,375.83,40,2515.38,2023-04-01,3.0,Credit Card,Yes,Returned
Jaipur,Female,57,Toys,412.95,15,1726.21,2023-06-12,1.5,Net Banking,Yes,Returned
Pune,Female,23,Books,328.76,14,934.51,2023-03-29,1.7,Credit Card,Yes,Not Returned
Kolkata,Male,35,Groceries,462.88,25,3115.41,2023-06-19,1.6,UPI,No,Returned
Kolkata,Male,42,Toys,342.36,5,423.56,2023-09-16,3.0,UPI,No,Not Returned
Lucknow,Female,20,Groceries,152.81,33,1379.77,2023-08-27,4.5,Wallet,Yes,Returned
Ahmedabad,Male,49,Toys,212.57,24,769.51,2023-12-27,3.1,UPI,No,Returned
Jaipur,Female,21,Electronics,491.34,14,1256.55,2023-02-05,1.6,UPI,Yes,Not Returned
Hyderabad,Female,46,Toys,303.51,16,878.84,2023-11-27,2.8,Cash,No,Not Returned
Jaipur,Female,29,Electronics,360.7,9,657.07,2023-11-05,3.1,Credit Card,No,Not Returned
Delhi,Female,33,Electronics,51.86,37,288.0,2023-07-22,4.5,Net Banking,Yes,Not Returned
Hyderabad,Male,38,Electronics,180.4,6,117.73,2023-12-30,2.1,Credit Card,Yes,Returned
Chennai,Female,32,Electronics,21.57,3,8.68,2023-11-09,1.2,Net Banking,No,Not Returned
Ahmedabad,Female,56,Electronics,235.54,15,597.02,2023-06-14,1.3,Wallet,No,Not Returned
Lucknow,Male,48,Clothing,256.75,31,2106.32,2023-03-15,2.8,Wallet,Yes,Not Returned
Bengaluru,Female,23,Groceries,413.67,46,3754.94,2023-04-13,4.3,Credit Card,Yes,Returned
Pune,Female,40,Groceries,461.56,29,3402.65,2023-02-05,2.0,Cash,Yes,Returned
Mumbai,Male,26,Toys,312.1,7,506.32,2023-08-22,4.8,UPI,Yes,Returned
Bengaluru,Male,53,Books,390.64,22,2047.03,2023-08-20,1.7,Wallet,No,Returned
Hyderabad,Male,23,Groceries,257.78,28,1516.76,2023-07-05,2.2,Cash,Yes,Not Returned
Pune,Female,19,Toys,16.91,22,66.69,2023-04-17,4.6,Wallet,Yes,Returned
Jaipur,Female,18,Groceries,39.22,32,297.17,2023-09-13,4.7,UPI,No,Returned
Pune,Male,27,Groceries,270.68,12,886.96,2023-03-24,2.3,Cash,Yes,Not Returned
Kolkata,Male,23,Clothing,101.91,36,561.87,2023-12-21,2.1,UPI,No,Returned
Jaipur,Female,36,Books,489.3,46,5656.45,2023-01-23,2.1,Credit Card,No,Not Returned
Ahmedabad,Female,29,Toys,100.13,6,156.01,2023-12-09,4.4,Credit Card,Yes,Returned
Jaipur,Male,50,Clothing,333.73,15,1363.92,2023-10-05,1.1,Cash,Yes,Not Returned
Ahmedabad,Male,56,Electronics,120.2,9,323.28,2023-12-04,2.7,UPI,No,Not Returned
Pune,Female,33,Clothing,222.23,5,121.89,2023-03-12,4.2,Net Banking,No,Not Returned
Kolkata,Female,33,Clothing,148.94,2,51.71,2023-09-01,4.0,UPI,No,Returned
Bengaluru,Male,24,Groceries,72.7,1,17.74,2023-07-09,3.0,Credit Card,No,Returned
Kolkata,Male,47,Electronics,320.78,18,1638.21,2023-06-30,3.6,Cash,Yes,Not Returned
Ahmedabad,Female,45,Groceries,341.56,16,1597.53,2023-06-05,1.8,Credit Card,Yes,Returned
Ahmedabad,Male,22,Clothing,8.96,44,78.42,2023-04-06,1.5,UPI,No,Not Returned
Jaipur,Female,18,Electronics,10.97,23,36.17,2023-05-28,2.1,Credit Card,Yes,Not Returned
Lucknow,Male,50,Electronics,249.28,31,1045.07,2023-05-05,1.8,Net Banking,No,Returned
Mumbai,Female,52,Books,146.98,32,1406.06,2023-03-16,3.6,Credit Card,No,Not Returned
Lucknow,Female,53,Books,281.65,48,3486.25,2023-09-12,2.4,Net Banking,No,Not Returned
Lucknow,Female,45,Groceries,128.88,7,264.37,2023-01-13,1.0,Net Banking,Yes,Returned
Pune,Male,32,Books,384.98,42,1971.21,2023-10-16,1.9,UPI,Yes,Not Returned
Chennai,Female,61,Books,292.39,26,2101.82,2023-07-16,3.7,Cash,No,Not Returned
Mumbai,Male,60,Electronics,249.56,42,1344.93,2023-06-10,1.3,Credit Card,Yes,Not Returned
Delhi,Male,47,Clothing,149.82,34,1361.28,2023-09-04,4.2,Cash,No,Returned
Jaipur,Female,62,Books,87.09,21,430.08,2023-10-25,3.5,Credit Card,No,Returned
Kolkata,Female,40,Books,311.26,6,310.23,2023-08-25,2.2,Wallet,Yes,Not Returned
Mumbai,Male,27,Clothing,366.65,22,915.11,2023-10-06,4.0,Wallet,No,Not Returned
Jaipur,Male,22,Toys,352.78,23,820.31,2023-12-23,3.1,UPI,No,Returned
Jaipur,Female,45,Groceries,284.31,24,1317.13,2023-10-11,4.0,UPI,Yes,Not Returned
Jaipur,Female,54,Electronics,264.93,1,72.32,2023-03-21,2.5,Net Banking,Yes,Returned
Chennai,Male,64,Groceries,389.83,16,1010.69,2023-09-13,2.1,Wallet,No,Not Returned
Ahmedabad,Female,28,Clothing,254.58,5,221.64,2023-02-09,2.3,Credit Card,No,Returned
Ahmedabad,Male,55,Groceries,161.24,47,2170.8,2023-12-20,4.4,Credit Card,Yes,Not Returned
Hyderabad,Male,24,Toys,33.42,9,80.16,2023-04-28,4.0,Net Banking,No,Not Returned
Bengaluru,Female,42,Groceries,454.59,33,3923.67,2023-06-24,2.8,UPI,No,Returned
Kolkata,Female,41,Groceries,382.22,37,2747.85,2023-12-31,1.8,Wallet,Yes,Returned
Jaipur,Male,57,Books,25.21,18,90.82,2023-05-09,2.7,Cash,Yes,Returned
Jaipur,Male,41,Groceries,30.6,35,299.67,2023-01-26,2.8,Wallet,Yes,Returned
Kolkata,Female,26,Toys,16.7,49,127.41,2023-03-06,3.8,UPI,No,Returned
Jaipur,Female,57,Toys,81.23,29,359.06,2024-01-01,4.2,Net Banking,No,Not Returned
Mumbai,Female,19,Electronics,123.61,45,892.67,2023-03-31,1.9,Cash,Yes,Not Returned
Chennai,Male,41,Toys,362.15,8,845.64,2023-12-05,5.0,Credit Card,Yes,Returned
Bengaluru,Male,25,Electronics,446.35,17,892.65,2023-07-05,3.0,Wallet,No,Returned
Chennai,Female,18,Clothing,323.09,21,738.71,2023-03-27,4.8,UPI,Yes,Returned
Lucknow,Female,39,Clothing,200.39,32,820.41,2023-12-22,1.5,UPI,Yes,Not Returned
Delhi,Male,41,Groceries,67.93,29,425.72,2023-07-27,4.7,Cash,Yes,Returned
Ahmedabad,Male,52,Clothing,390.5,8,319.32,2023-09-21,3.7,Cash,No,Returned
Kolkata,Female,20,Electronics,374.23,14,905.8,2023-02-27,4.1,Wallet,Yes,Not Returned
Kolkata,Female,42,Books,284.28,29,1658.14,2023-10-30,4.7,Wallet,Yes,Not Returned
Lucknow,Male,23,Toys,327.74,45,3631.93,2023-07-30,3.8,Cash,No,Not Returned
Pune,Male,29,Toys,218.02,43,2262.34,2023-02-11,3.1,Credit Card,No,Not Returned
Pune,Male,36,Books,262.23,20,1055.54,2023-06-13,1.3,Net Banking,Yes,Not Returned
Hyderabad,Female,46,Books,151.71,33,1260.36,2023-06-18,1.7,UPI,No,Not Returned
Delhi,Female,52,Clothing,387.43,8,853.2,2023-04-02,1.5,Cash,No,Returned
Hyderabad,Male,30,Clothing,227.97,21,796.7,2023-05-23,1.0,Net Banking,No,Returned
Bengaluru,Female,32,Clothing,497.02,48,3969.58,2023-10-31,3.5,UPI,No,Returned
Chennai,Male,42,Toys,52.81,48,377.53,2023-11-29,2.9,Credit Card,No,Not Returned
Bengaluru,Female,61,Clothing,306.33,21,1760.64,2023-01-04,1.8,UPI,Yes,Returned
Delhi,Male,65,Clothing,372.45,48,3950.44,2023-09-20,2.4,Wallet,No,Not Returned
Bengaluru,Male,65,Electronics,240.75,32,2116.48,2023-10-10,4.4,UPI,Yes,Returned
Mumbai,Female,54,Clothing,304.28,16,539.95,2023-06-09,4.2,UPI,No,Not Returned
Mumbai,Male,65,Electronics,154.25,12,482.9,2023-11-17,4.0,UPI,No,Returned
Chennai,Male,24,Electronics,233.6,43,1271.89,2023-12-13,1.1,UPI,Yes,Not Returned
Lucknow,Male,21,Toys,345.6,33,1761.86,2023-09-18,3.5,Wallet,Yes,Returned
Kolkata,Male,55,Books,491.5,6,698.51,2023-03-02,3.1,Net Banking,Yes,Not Returned
Chennai,Male,56,Clothing,119.1,6,137.93,2023-08-10,4.3,Credit Card,No,Returned
Delhi,Male,41,Groceries,458.54,42,4267.45,2023-06-28,3.5,Cash,Yes,Not Returned
Jaipur,Male,52,Groceries,174.49,22,763.02,2023-05-01,2.0,Net Banking,Yes,Not Returned
Hyderabad,Male,45,Books,19.21,12,55.24,2023-08-19,1.9,Credit Card,Yes,Not Returned
Kolkata,Female,35,Electronics,337.93,40,3888.95,2023-10-12,2.7,Credit Card,No,Not Returned
Lucknow,Male,39,Books,82.24,15,356.21,2023-09-01,3.5,Credit Card,No,Not Returned
Ahmedabad,Male,24,Toys,335.11,36,2786.94,2023-09-09,3.9,Wallet,No,Returned
Pune,Female,18,Electronics,429.97,14,696.76,2023-03-29,4.7,Cash,No,Returned
Pune,Female,28,Books,117.5,25,581.85,2023-10-09,4.9,Credit Card,Yes,Not Returned
Hyderabad,Male,27,Electronics,174.1,37,1093.2,2023-03-21,1.9,Wallet,Yes,Returned
Kolkata,Male,20,Books,350.04,35,3010.8,2023-06-21,1.2,Net Banking,No,Returned
Bengaluru,Male,21,Groceries,291.65,36,2507.79,2023-08-16,1.0,Wallet,No,Returned
Mumbai,Male,32,Groceries,275.84,41,2514.94,2023-02-21,4.0,Credit Card,Yes,Returned
Hyderabad,Female,19,Groceries,200.7,13,379.22,2023-05-22,3.3,Net Banking,Yes,Returned
Pune,Male,46,Clothing,396.67,33,1466.92,2023-08-29,3.4,Cash,No,Not Returned
Lucknow,Female,56,Electronics,321.15,8,281.54,2023-04-21,1.3,Credit Card,No,Returned
Chennai,Female,43,Electronics,7.69,37,79.18,2023-11-06,4.6,Wallet,Yes,Returned
Kolkata,Male,21,Clothing,245.4,14,995.48,2023-01-28,4.2,Wallet,No,Returned
Kolkata,Female,20,Electronics,152.16,18,393.98,2023-02-20,1.4,UPI,No,Not Returned
Mumbai,Female,24,Clothing,344.57,4,268.53,2023-05-06,4.8,Credit Card,No,Not Returned
Bengaluru,Male,45,Books,336.37,50,3292.92,2023-07-10,3.1,Wallet,Yes,Returned
Jaipur,Male,42,Books,95.85,37,412.54,2023-09-22,2.3,Wallet,No,Returned
Jaipur,Female,43,Books,328.96,35,1930.4,2023-08-14,4.9,Wallet,Yes,Returned
Delhi,Female,25,Clothing,477.42,39,2391.18,2023-04-03,2.5,Wallet,Yes,Returned
Kolkata,Male,46,Electronics,212.9,37,2085.6,2023-04-16,1.6,UPI,No,Returned
Delhi,Female,42,Toys,488.89,14,2010.73,2023-02-16,4.8,Net Banking,Yes,Not Returned
Kolkata,Female,65,Electronics,422.33,18,1132.65,2023-12-04,4.5,Credit Card,No,Not Returned
Ahmedabad,Male,60,Groceries,67.87,50,969.39,2023-01-05,2.1,Credit Card,Yes,Returned
Chennai,Male,19,Electronics,304.65,18,637.82,2023-09-18,4.2,Cash,Yes,Not Returned
Lucknow,Female,48,Toys,151.62,27,613.39,2023-04-28,3.8,UPI,Yes,Returned
Kolkata,Female,29,Electronics,440.95,41,3490.65,2023-02-12,4.6,Cash,Yes,Not Returned
Kolkata,Male,45,Clothing,374.55,30,2173.51,2023-03-19,3.5,Net Banking,Yes,Not Returned
Lucknow,Male,35,Groceries,414.98,6,478.44,2023-06-08,2.6,Wallet,No,Returned
Mumbai,Female,60,Groceries,428.83,47,4869.0,2023-03-18,4.9,Net Banking,No,Not Returned
Mumbai,Female,58,Toys,141.14,44,871.9,2023-12-10,4.4,UPI,No,Returned
Mumbai,Male,49,Toys,99.18,8,156.62,2023-05-23,4.2,UPI,No,Not Returned
Chennai,Male,24,Clothing,64.96,35,309.33,2023-03-19,2.4,Net Banking,No,Returned
Chennai,Female,38,Clothing,324.38,31,2610.7,2023-05-31,5.0,UPI,No,Not Returned
Ahmedabad,Female,65,Toys,16.51,39,183.69,2023-06-19,2.9,Cash,No,Returned
Kolkata,Female,57,Toys,64.43,17,275.03,2023-10-14,4.7,Credit Card,No,Returned
Jaipur,Male,21,Groceries,221.67,33,1349.89,2023-03-06,5.0,Credit Card,No,Returned
Chennai,Male,27,Electronics,115.28,42,635.13,2023-10-13,2.7,Wallet,No,Not Returned
Hyderabad,Male,38,Groceries,460.29,41,4108.51,2023-07-18,1.2,Wallet,Yes,Not Returned
Ahmedabad,Female,52,Books,311.77,39,1811.04,2023-05-14,2.0,Wallet,Yes,Returned
Lucknow,Female,61,Electronics,311.1,24,856.69,2023-08-21,3.4,UPI,No,Returned
Kolkata,Female,50,Groceries,134.63,47,1037.31,2023-07-10,2.0,Net Banking,Yes,Returned
Pune,Male,46,Toys,280.02,28,1141.5,2023-05-26,4.8,UPI,No,Not Returned
Lucknow,Female,34,Toys,185.64,9,438.46,2023-02-04,2.3,Net Banking,Yes,Not Returned
Jaipur,Female,42,Toys,166.01,18,551.13,2023-04-20,3.4,Wallet,No,Returned
Mumbai,Female,18,Electronics,144.2,27,714.23,2023-12-22,2.4,Credit Card,Yes,Not Returned
Delhi,Male,37,Toys,60.12,2,19.97,2023-01-02,2.6,UPI,Yes,Returned
Ahmedabad,Male,43,Toys,283.49,21,948.7,2023-09-19,3.4,UPI,Yes,Returned
Delhi,Female,64,Electronics,439.99,6,429.93,2023-10-01,1.4,Net Banking,Yes,Returned
Hyderabad,Female,18,Books,308.59,34,1458.09,2023-07-28,4.4,Credit Card,Yes,Not Returned
Ahmedabad,Male,31,Toys,39.51,38,216.36,2023-09-16,3.0,Net Banking,No,Returned
Kolkata,Female,45,Groceries,408.65,23,2690.62,2023-04-03,2.6,Credit Card,No,Not Returned
Lucknow,Female,64,Books,73.06,20,184.27,2023-08-24,1.4,Wallet,Yes,Not Returned
Jaipur,Female,63,Groceries,433.42,22,2038.26,2023-03-29,4.4,Net Banking,Yes,Not Returned
Lucknow,Female,59,Books,408.89,3,202.59,2023-04-19,4.5,Cash,No,Returned
Chennai,Female,63,Electronics,382.35,46,2656.64,2023-01-06,1.3,Wallet,No,Returned
Pune,Male,40,Groceries,393.82,29,1363.97,2023-09-10,1.8,Credit Card,No,Not Returned
Pune,Female,61,Groceries,256.98,42,2223.29,2023-08-30,3.9,Credit Card,No,Not Returned
Hyderabad,Male,29,Books,414.21,40,4922.88,2023-01-24,3.0,UPI,No,Not Returned
Pune,Female,37,Electronics,33.39,10,68.99,2023-09-06,2.0,UPI,No,Returned
Ahmedabad,Male,23,Groceries,462.13,34,2701.96,2023-05-19,4.6,Net Banking,Yes,Not Returned
Kolkata,Female,61,Toys,56.89,35,449.56,2023-03-27,4.0,Cash,Yes,Returned
Jaipur,Female,64,Clothing,223.68,49,1731.61,2023-01-20,2.5,Net Banking,Yes,Not Returned
Mumbai,Female,36,Groceries,45.42,27,285.66,2023-09-04,3.8,UPI,Yes,Not Returned
Kolkata,Female,55,Books,445.01,10,1105.43,2023-07-03,1.2,UPI,No,Returned
Pune,Female,56,Toys,373.42,32,2001.09,2023-06-26,2.1,Credit Card,Yes,Returned
Hyderabad,Female,18,Toys,496.48,45,4881.46,2023-04-09,4.1,Net Banking,Yes,Not Returned
Lucknow,Male,28,Electronics,433.16,9,837.45,2023-10-24,2.4,Net Banking,Yes,Not Returned
Mumbai,Female,35,Groceries,369.05,8,625.77,2023-03-12,2.7,Wallet,Yes,Not Returned
Delhi,Male,41,Books,244.46,20,904.76,2023-04-20,1.1,Credit Card,No,Not Returned
Jaipur,Female,18,Groceries,330.64,18,823.09,2023-09-17,3.3,Cash,Yes,Not Returned
Pune,Female,63,Books,249.05,44,1181.21,2023-06-08,3.7,UPI,No,Returned
Hyderabad,Male,45,Groceries,183.51,45,909.98,2023-03-05,1.9,Wallet,Yes,Returned
Jaipur,Female,51,Books,84.0,45,478.85,2023-05-17,2.2,UPI,No,Not Returned
Hyderabad,Female,63,Electronics,251.6,30,943.01,2023-03-03,3.2,Credit Card,Yes,Returned
Hyderabad,Male,46,Clothing,119.6,47,641.12,2023-03-06,4.6,Wallet,Yes,Returned
Mumbai,Male,56,Books,305.92,20,1744.59,2023-09-25,3.6,Net Banking,No,Not Returned
Mumbai,Male,31,Books,209.3,2,72.65,2023-08-18,1.8,Cash,Yes,Not Returned
Mumbai,Male,29,Toys,304.01,28,2223.22,2023-03-31,4.0,Wallet,No,Not Returned
